HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	INSDC (ENA/GenBank/DDBJ) accession	RefSeq accession
HGNC:43636	Approved	LRRC3-DT	LRRC3 divergent transcript	100861510	AA725743	NR_047476
HGNC:43636	Approved	LRRC3-DT	LRRC3 divergent transcript	100861510	BM703952	NR_047476
HGNC:28105	Approved	LRRC3B	leucine rich repeat containing 3B	116135	AF396933	NM_052953
HGNC:55847	Approved	LRRC3B-AS1	LRRC3B antisense RNA 1	105377003		XR_940664
HGNC:40034	Approved	LRRC3C	leucine rich repeat containing 3C	100505591		NM_001195545
HGNC:15586	Approved	LRRC4	leucine rich repeat containing 4	64101	AF196976	NM_022143
HGNC:25042	Approved	LRRC4B	leucine rich repeat containing 4B	94030	BC032460	NM_001080457
HGNC:29317	Approved	LRRC4C	leucine rich repeat containing 4C	57689	AB046800	NM_020929
HGNC:18531	Approved	LRRC7	leucine rich repeat containing 7	57554		NM_020794
HGNC:40843	Approved	LRRC7-AS1	LRRC7 antisense RNA 1	105378792		XR_001738107
HGNC:19027	Approved	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	56262	AB037858	NM_019594
HGNC:30692	Approved	LRRC8B	leucine rich repeat containing 8 VRAC subunit B	23507	AF385436	NM_015350
HGNC:25075	Approved	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	84230		NM_032270
HGNC:53731	Approved	LRRC8C-DT	LRRC8C divergent transcript	400761		NR_033981
HGNC:16992	Approved	LRRC8D	leucine rich repeat containing 8 VRAC subunit D	55144	AK001332	NM_018103
HGNC:55186	Approved	LRRC8D-DT	LRRC8D divergent transcript	118568809		
HGNC:26272	Approved	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	80131		NM_025061
HGNC:19848	Approved	LRRC9	leucine rich repeat containing 9	341883	AK128037	NM_001355272
HGNC:20264	Approved	LRRC10	leucine rich repeat containing 10	376132	AK095935	NM_201550
HGNC:37215	Approved	LRRC10B	leucine rich repeat containing 10B	390205		NM_001145077
HGNC:20419	Approved	LRRC14	leucine rich repeat containing 14	9684	BC011377	NM_014665
HGNC:37268	Approved	LRRC14B	leucine rich repeat containing 14B	389257		NM_001080478
HGNC:20818	Approved	LRRC15	leucine rich repeat containing 15	131578	AB071037	NM_001135057
HGNC:16895	Approved	LRRC17	leucine rich repeat containing 17	10234	U32907	NM_005824
HGNC:23199	Approved	LRRC18	leucine rich repeat containing 18	474354	AY358137	NM_001006939
HGNC:23379	Approved	LRRC19	leucine rich repeat containing 19	64922	AK024955	NM_022901
HGNC:23421	Approved	LRRC20	leucine rich repeat containing 20	55222	BC024001	NM_018239
HGNC:19138	Approved	LRRC23	leucine rich repeat containing 23	10233	BC014450	NM_006992
HGNC:28947	Approved	LRRC24	leucine rich repeat containing 24	441381	AB178281	NM_001024678
HGNC:29806	Approved	LRRC25	leucine rich repeat containing 25	126364	AK095435	NM_145256
HGNC:31409	Approved	LRRC26	leucine rich repeat containing 26	389816	DQ355157	NM_001013653
HGNC:29346	Approved	LRRC27	leucine rich repeat containing 27	80313	AB051461	NM_030626
HGNC:28355	Approved	LRRC28	leucine rich repeat containing 28	123355	AK091588	NM_144598
HGNC:30219	Approved	LRRC30	leucine rich repeat containing 30	339291		NM_001105581
HGNC:26261	Approved	LRRC31	leucine rich repeat containing 31	79782	AK026912	NM_024727
HGNC:4161	Approved	LRRC32	leucine rich repeat containing 32	2615	Z24680	NM_005512
HGNC:28408	Approved	LRRC34	leucine rich repeat containing 34	151827	AK095125	NM_153353
HGNC:49887	Approved	LRRC34P1	leucine rich repeat containing 34 pseudogene 1	100288378		NG_021708
HGNC:49888	Approved	LRRC34P2	leucine rich repeat containing 34 pseudogene 2	100420613		NG_025106
HGNC:25615	Approved	LRRC36	leucine rich repeat containing 36	55282	BC026156	NM_018296
HGNC:29069	Approved	LRRC37A	leucine rich repeat containing 37A	9884	BC040501	NM_014834
HGNC:32404	Approved	LRRC37A2	leucine rich repeat containing 37 member A2	474170	AY386262	NM_001006607
HGNC:32427	Approved	LRRC37A3	leucine rich repeat containing 37 member A3	374819	AB011135	NM_199340
HGNC:25479	Approved	LRRC37A4P	leucine rich repeat containing 37 member A4, pseudogene	55073	AK000982	NR_002940
HGNC:23369	Approved	LRRC37A5P	leucine rich repeat containing 37 member A5, pseudogene	652972	BC031236	NR_034087
HGNC:33746	Approved	LRRC37A6P	leucine rich repeat containing 37 member A6, pseudogene	387646		NR_003525
HGNC:43792	Approved	LRRC37A7P	leucine rich repeat containing 37 member A7, pseudogene	100421589		NG_026286
HGNC:43793	Approved	LRRC37A8P	leucine rich repeat containing 37 member A8, pseudogene	100533789		NG_028731
HGNC:43813	Approved	LRRC37A9P	leucine rich repeat containing 37 member A9, pseudogene	100533790		NG_028732
HGNC:43814	Approved	LRRC37A10P	leucine rich repeat containing 37 member A10, pseudogene	100533791		NG_028733
HGNC:43815	Approved	LRRC37A11P	leucine rich repeat containing 37 member A11, pseudogene	342666		NR_033753
HGNC:43816	Approved	LRRC37A12P	leucine rich repeat containing 37 member A12, pseudogene	101929254		NG_042886
HGNC:43817	Approved	LRRC37A13P	leucine rich repeat containing 37 member A13, pseudogene	106479024		NG_044288
HGNC:43818	Approved	LRRC37A14P	leucine rich repeat containing 37 member A14, pseudogene	106479025		NG_044297
HGNC:43819	Approved	LRRC37A15P	leucine rich repeat containing 37 member A15, pseudogene	106481796		NG_045650
HGNC:43820	Approved	LRRC37A16P	leucine rich repeat containing 37 member A16, pseudogene	651250		NG_023507
HGNC:48365	Approved	LRRC37A17P	leucine rich repeat containing 37 member A17, pseudogene	644397		NG_028735
HGNC:29070	Approved	LRRC37B	leucine rich repeat containing 37B	114659	AJ314647	NM_052888
HGNC:25390	Approved	LRRC37BP1	leucine rich repeat containing 37B pseudogene 1	147172	BC118647	NR_015341
HGNC:27005	Approved	LRRC38	leucine rich repeat containing 38	126755	BC016048	NM_001010847
HGNC:28228	Approved	LRRC39	leucine rich repeat containing 39	127495	AK096892	NM_144620
HGNC:26004	Approved	LRRC40	leucine rich repeat containing 40	55631		NM_017768
HGNC:16917	Approved	LRRC41	leucine rich repeat containing 41	10489	AK024051	NM_006369
HGNC:28792	Approved	LRRC42	leucine rich repeat containing 42	115353	AK075201	NM_052940
HGNC:28562	Approved	LRRC43	leucine rich repeat containing 43	254050	AK124107	NM_152759
HGNC:28302	Approved	LRRC45	leucine rich repeat containing 45	201255	BC014109	NM_144999
HGNC:25047	Approved	LRRC46	leucine rich repeat containing 46	90506		NM_033413
HGNC:29207	Approved	LRRC47	leucine rich repeat containing 47	57470	AB033011	NM_020710
HGNC:25965	Approved	LRRC49	leucine rich repeat containing 49	54839		NM_017691
HGNC:55526	Approved	LRRC51	leucine rich repeat containing 51	120356739		NM_001145307
HGNC:32156	Approved	LRRC52	leucine rich repeat containing 52	440699	AK098677	NM_001005214
HGNC:54044	Approved	LRRC52-AS1	LRRC52 antisense RNA 1	400794		NR_026744
HGNC:25255	Approved	LRRC53	leucine rich repeat containing 53	105378803		NM_001364666
HGNC:32324	Approved	LRRC55	leucine rich repeat containing 55	219527		NM_001005210
HGNC:25430	Approved	LRRC56	leucine rich repeat containing 56	115399		NM_198075
HGNC:26719	Approved	LRRC57	leucine rich repeat containing 57	255252	AK094891	NM_153260
HGNC:54680	Approved	LRRC57P1	LRRC57 pseudogene 1	100420575		NG_023735
HGNC:26968	Approved	LRRC58	leucine rich repeat containing 58	116064	BC013757	NM_001099678
HGNC:28817	Approved	LRRC59	leucine rich repeat containing 59	55379	AK025328	NM_018509
HGNC:21704	Approved	LRRC61	leucine rich repeat containing 61	65999	BC001354	NM_023942
HGNC:34296	Approved	LRRC63	leucine rich repeat containing 63	220416		NM_001282460
HGNC:34299	Approved	LRRC66	leucine rich repeat containing 66	339977	BC040414	NM_001024611
HGNC:34303	Approved	LRRC69	leucine rich repeat containing 69	100130742	AK130865	NM_001129890
HGNC:35155	Approved	LRRC70	leucine rich repeat containing 70	100130733		XR_042302
HGNC:26556	Approved	LRRC71	leucine rich repeat containing 71	149499	BC033790	NM_144702
HGNC:42972	Approved	LRRC72	leucine rich repeat containing 72	100506049		NM_001195280
HGNC:21375	Approved	LRRC73	leucine rich repeat containing 73	221424		NM_001012974
HGNC:23346	Approved	LRRC74A	leucine rich repeat containing 74A	145497	AK058106	NM_194287
HGNC:34301	Approved	LRRC74B	leucine rich repeat containing 74B	400891	BC028231	NM_001291006
HGNC:32403	Approved	LRRC75A	leucine rich repeat containing 75A	388341	AK093015	NM_207387
HGNC:33155	Approved	LRRC75B	leucine rich repeat containing 75B	388886	AK097054	NM_207644
HGNC:50536	Approved	LRRC77P	leucine rich repeat containing 77, pseudogene	646168	AK093355	NR_033843
HGNC:50536	Approved	LRRC77P	leucine rich repeat containing 77, pseudogene	646168	BC043538	NR_033843
HGNC:54091	Approved	LRRC78P	leucine rich repeat containing 78, pseudogene	646730		NR_136190
HGNC:29373	Approved	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1	85444	BC030701	NM_033402
HGNC:34300	Approved	LRRD1	leucine rich repeats and death domain containing 1	401387	BC026112	NM_001045475
HGNC:6702	Approved	LRRFIP1	LRR binding FLII interacting protein 1	9208	AJ223075	NM_004735
HGNC:32937	Approved	LRRFIP1P1	LRR binding FLII interacting protein 1 pseudogene 1	101290506		NG_033175
HGNC:6703	Approved	LRRFIP2	LRR binding FLII interacting protein 2	9209	AF115509	NM_006309
HGNC:54992	Approved	LRRFIP2P1	LRRFIP2 pseudogene 1	100128738		NG_022611
HGNC:25708	Approved	LRRIQ1	leucine rich repeats and IQ motif containing 1	84125	AK022365	NM_032165
HGNC:28318	Approved	LRRIQ3	leucine rich repeats and IQ motif containing 3	127255	BX647210	NM_145258
HGNC:34298	Approved	LRRIQ4	leucine rich repeats and IQ motif containing 4	344657		NM_001080460
HGNC:18608	Approved	LRRK1	leucine rich repeat kinase 1	79705	AB058693	NM_024652
HGNC:18618	Approved	LRRK2	leucine rich repeat kinase 2	120892	AK026776	NM_198578
HGNC:40848	Approved	LRRK2-DT	LRRK2 divergent transcript	107984474		
HGNC:20980	Approved	LRRN1	leucine rich repeat neuronal 1	57633	AB040930	NM_020873
HGNC:16914	Approved	LRRN2	leucine rich repeat neuronal 2	10446	AF030435	NM_006338
HGNC:17200	Approved	LRRN3	leucine rich repeat neuronal 3	54674	AB060967	NM_018334
HGNC:16208	Approved	LRRN4	leucine rich repeat neuronal 4	164312	AL118505	NM_152611
HGNC:33724	Approved	LRRN4CL	LRRN4 C-terminal like	221091	AK291334	NM_203422
HGNC:19408	Approved	LRRTM1	leucine rich repeat transmembrane neuronal 1	347730	AY358310	NM_178839
HGNC:19409	Approved	LRRTM2	leucine rich repeat transmembrane neuronal 2	26045	AB007876	NM_015564
HGNC:19410	Approved	LRRTM3	leucine rich repeat transmembrane neuronal 3	347731	BX640611	NM_178011
HGNC:19411	Approved	LRRTM4	leucine rich repeat transmembrane neuronal 4	80059	AK122612	NM_024993
HGNC:40889	Approved	LRRTM4-AS1	LRRTM4 antisense RNA 1	101927907		NR_110284
HGNC:25135	Approved	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	90678	AK056203	NM_138361
HGNC:25023	Approved	LRTM1	leucine rich repeats and transmembrane domains 1	57408	AF225421	NM_020678
HGNC:32443	Approved	LRTM2	leucine rich repeats and transmembrane domains 2	654429	AK095610	NM_001039029
HGNC:25033	Approved	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	220074		NM_145309
HGNC:21769	Approved	LRWD1	leucine rich repeats and WD repeat domain containing 1	222229	AL133057	NM_152892
HGNC:6705	Approved	LSAMP	limbic system associated membrane protein	4045	U41901	NM_002338
HGNC:40350	Approved	LSAMP-AS1	LSAMP antisense RNA 1	101926903		NR_109998
HGNC:25652	Approved	LSG1	large 60S subunit nuclear export GTPase 1	55341		NM_018385
HGNC:37824	Approved	LSINCT5	long stress-induced non-coding transcript 5	101234261	GU228577	NR_145480
HGNC:20472	Approved	LSM1	LSM1 homolog, mRNA degradation associated	27257	AF000177	NM_014462
HGNC:49776	Approved	LSM1P1	LSM1 homolog, mRNA degradation associated pseudogene 1	100820732		NG_030485
HGNC:49777	Approved	LSM1P2	LSM1 homolog, mRNA degradation associated pseudogene 2	106480288		NG_044166
HGNC:13940	Approved	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	57819	AF182288	NM_021177
HGNC:17874	Approved	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	27258	AF182289	NM_014463
HGNC:44346	Approved	LSM3P1	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 1	100303748		NG_012904
HGNC:44347	Approved	LSM3P2	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2	100303745		NG_012901
HGNC:44348	Approved	LSM3P3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 3	647302		NG_012903
HGNC:44349	Approved	LSM3P4	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 4	100130178		NG_012902
HGNC:44350	Approved	LSM3P5	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 5	100303743		NG_012900
HGNC:17259	Approved	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	25804	AF117235	NM_001252129
HGNC:17162	Approved	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	23658	AF182291	NM_001130710
HGNC:17017	Approved	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	11157	AF182292	NM_007080
HGNC:31738	Approved	LSM6P1	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 1	100129011		NG_016615
HGNC:37811	Approved	LSM6P2	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2	100462857		NG_021717
HGNC:20470	Approved	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	51690	AF182293	NM_016199
HGNC:20471	Approved	LSM8	LSM8 homolog, U6 small nuclear RNA associated	51691	AF182294	NM_016200
HGNC:17562	Approved	LSM10	LSM10, U7 small nuclear RNA associated	84967	AF394685	NM_032881
HGNC:30860	Approved	LSM11	LSM11, U7 small nuclear RNA associated	134353	AK095592	NM_173491
HGNC:26407	Approved	LSM12	LSM12 homolog	124801	BC044587	NM_152344
HGNC:32453	Approved	LSM12P1	LSM12 pseudogene 1	653122		NG_005566
HGNC:24489	Approved	LSM14A	LSM14A mRNA processing body assembly factor	26065	AL834398	NM_015578
HGNC:15887	Approved	LSM14B	LSM family member 14B	149986	AF172328	NM_144703
HGNC:22036	Approved	LSMEM1	leucine rich single-pass membrane protein 1	286006	AK096894	NM_182597
HGNC:26781	Approved	LSMEM2	leucine rich single-pass membrane protein 2	132228	AK095927	NM_153215
HGNC:6707	Approved	LSP1	lymphocyte specific protein 1	4046	M33552	NM_002339
HGNC:39716	Approved	LSP1P1	LSP1 pseudogene 1	100463528		NG_023189
HGNC:39717	Approved	LSP1P2	LSP1 pseudogene 2	100873967		NG_032351
HGNC:39718	Approved	LSP1P3	LSP1 pseudogene 3	729862		NR_033961
HGNC:53915	Approved	LSP1P4	LSP1 pseudogene 4	654342		NR_027238
HGNC:50697	Approved	LSP1P5	LSP1 pseudogene 5	645166		NR_027354
HGNC:29572	Approved	LSR	lipolysis stimulated lipoprotein receptor	51599	AF130366	NM_015925
HGNC:6708	Approved	LSS	lanosterol synthase	4047	U22526	NM_001001438
HGNC:14189	Approved	LST1	leukocyte specific transcript 1	7940	U00921	NM_001166538
HGNC:6709	Approved	LTA	lymphotoxin alpha	4049	X01393	NM_000595
HGNC:6710	Approved	LTA4H	leukotriene A4 hydrolase	4048	BC032528	NM_000895
HGNC:6711	Approved	LTB	lymphotoxin beta	4050	L11015	NM_002341
HGNC:6713	Approved	LTB4R	leukotriene B4 receptor	1241	X98356	NM_001143919
HGNC:19260	Approved	LTB4R2	leukotriene B4 receptor 2	56413	AB008193	NM_001164692
HGNC:6714	Approved	LTBP1	latent transforming growth factor beta binding protein 1	4052		NM_206943
HGNC:6715	Approved	LTBP2	latent transforming growth factor beta binding protein 2	4053		NM_000428
HGNC:6716	Approved	LTBP3	latent transforming growth factor beta binding protein 3	4054	AF135960	NM_021070
HGNC:6717	Approved	LTBP4	latent transforming growth factor beta binding protein 4	8425	Y13622	NM_003573
HGNC:6718	Approved	LTBR	lymphotoxin beta receptor	4055	L04270	NM_001270987
HGNC:6719	Approved	LTC4S	leukotriene C4 synthase	4056	U11552	NM_000897
HGNC:6720	Approved	LTF	lactotransferrin	4057		NM_002343
HGNC:6721	Approved	LTK	leukocyte receptor tyrosine kinase	4058	D16105	NM_001135685
HGNC:13082	Approved	LTN1	listerin E3 ubiquitin protein ligase 1	26046	AK001915	NM_015565
HGNC:17589	Approved	LTO1	LTO1 maturation factor of ABCE1	220064		NM_153451
HGNC:39203	Approved	LTO1P1	LTO1 pseudogene 1	100873907		NG_032235
HGNC:21173	Approved	LTV1	LTV1 ribosome biogenesis factor	84946	BC009855	NM_032860
HGNC:44049	Approved	LTV1P1	LTV1 ribosome biogenesis factor pseudogene 1	100289220		NG_022033
HGNC:51845	Approved	LUADT1	lung adenocarcinoma associated transcript 1	106182249		NR_132442
HGNC:40992	Approved	LUARIS	lncRNA upregulator of antiviral response interferon signaling	100506895		NR_038276
HGNC:6723	Approved	LUC7L	LUC7 like	55692	AY005111	NM_201412
HGNC:21608	Approved	LUC7L2	LUC7 like 2, pre-mRNA splicing factor	51631	AF151832	NM_016019
HGNC:24309	Approved	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	51747		NM_016424
HGNC:39790	Approved	LUC7L3P1	LUC7 like 3 pre-mRNA splicing factor pseudogene 1	100420198		NG_024867
HGNC:48498	Approved	LUCAT1	lung cancer associated transcript 1	100505994	BQ232757	NR_103548
HGNC:48498	Approved	LUCAT1	lung cancer associated transcript 1	100505994	AK091866	NR_103548
HGNC:48498	Approved	LUCAT1	lung cancer associated transcript 1	100505994	BF218178	NR_103548
HGNC:6724	Approved	LUM	lumican	4060	BT006707	NM_002345
HGNC:51199	Approved	LUNAR1	leukemia-associated non-coding IGF1R activator RNA 1	104564224		NR_126487
HGNC:32327	Approved	LURAP1	leucine rich adaptor protein 1	541468	AK057892	NM_001013615
HGNC:31452	Approved	LURAP1L	leucine rich adaptor protein 1 like	286343	AK095824	NM_203403
HGNC:49761	Approved	LURAP1L-AS1	LURAP1L antisense RNA 1	101929467	BQ416907	NR_125775
HGNC:14985	Approved	LUZP1	leucine zipper protein 1	7798	BC051733	NM_033631
HGNC:23206	Approved	LUZP2	leucine zipper protein 2	338645	AL832641	NM_001009909
HGNC:24971	Approved	LUZP4	leucine zipper protein 4	51213	AF124430	NM_016383
HGNC:44904	Approved	LUZP4P1	leucine zipper protein 4 pseudogene 1	101060111		
HGNC:33955	Approved	LUZP6	leucine zipper protein 6	767558	AF130088	NM_001128619
HGNC:33955	Approved	LUZP6	leucine zipper protein 6	767558	AY611627	NM_001128619
HGNC:26904	Approved	LVRN	laeverin	206338	AK075131	NM_173800
HGNC:13347	Approved	LXN	latexin	56925	AF087851	NM_020169
HGNC:13348	Approved	LY6D	lymphocyte antigen 6 family member D	8581	U66837	NM_003695
HGNC:6727	Approved	LY6E	lymphocyte antigen 6 family member E	4061	U42376	NM_001127213
HGNC:53728	Approved	LY6E-DT	LY6E divergent transcript	100133669		NR_026913
HGNC:13931	Approved	LY6G5B	lymphocyte antigen 6 family member G5B	58496	AF129756	NM_021221
HGNC:13932	Approved	LY6G5C	lymphocyte antigen 6 family member G5C	80741		NM_025262
HGNC:13936	Approved	LY6G6C	lymphocyte antigen 6 family member G6C	80740		NM_025261
HGNC:13935	Approved	LY6G6D	lymphocyte antigen 6 family member G6D	58530		NM_021246
HGNC:13934	Approved	LY6G6E	lymphocyte antigen 6 family member G6E (pseudogene)	79136		NR_024541
HGNC:13933	Approved	LY6G6F	lymphocyte antigen 6 family member G6F	259215		NM_001003693
HGNC:38821	Approved	LY6G6F-LY6G6D	LY6G6F-LY6G6D readthrough	110599563		NM_001353334
HGNC:6728	Approved	LY6H	lymphocyte antigen 6 family member H	4062	AB012293	NM_001130478
HGNC:24225	Approved	LY6K	lymphocyte antigen 6 family member K	54742	AK092545	NM_017527
HGNC:52284	Approved	LY6L	lymphocyte antigen 6 family member L	101928108		NM_001368160
HGNC:54397	Approved	LY6S	lymphocyte antigen 6 family member S	105375795		NM_001406477
